id,lang,split,l1,l2,text
RU-D02364,RU,train,RELEVANT,SCIENCE_GEN,Еще один вид животных может погубить изменение климата: 18 июня 2021 09:01 - новости на Tengrinews.kz Tengrinews.kz ▶ Еще один вид животных может погубить изменение климата: 18 июня 2021 09:01 ▶ Читать подробнее актуальные новости и события на сайте.
RU-C00453,RU,train,RELEVANT,WATER_CRYO,Что сегодня обсудят на саммитах по спасению Аральского моря в Астане Сегодня президент Шавкат Мирзиёев примет участие в Региональном экологическом саммите и заседании Совета глав государств-учредителей Международного фонда спасения Арала в Астане.
RU-D05969,RU,train,NOT_RELEVANT,,"Австрийцы покорили пик, чтобы показать невероятную красоту Кыргызстана и спасти ледники В Кыргызстан приехали туристы из Австрии, которых покорила природа нашей страны."
RU-D00039,RU,train,RELEVANT,SCIENCE_GEN,"""Ливень.Living Asia"": На что повлияет изменение климата в Кыргызстане? Николас Мулиню – консультант ЮНИСЕФ по изменению климата с большим опытом работы в развивающихся странах."
RU-C00391,RU,train,RELEVANT,WATER_CRYO,"Надежды на спасение Аральского моря МФСА действует в партнерстве с международными организациями, донорами, частным бизнесом и частными инвесторами для совместного решения экологических вопросов с целью достижения устойчивого развития в регионе Аральского моря"
RU-D00696,RU,train,RELEVANT,POLICY,"Алмазбек Атамбаев выступил на Конференции ООН по изменению климата Президент Кыргызской Республики Алмазбек Атамбаев вчера, 30 ноября, в рамках рабочего визита во Французскую Республику п"
RU-D02857,RU,train,RELEVANT,WATER_CRYO,"О таянии ледников и сухих зимах. Видеообращание Жапарова на Водном саммите Презедент Кыргызстана сделал видеообращение на Водном саммите. Он заявил, что наблюдается нехватка воды для нужд населения и сельскохозяйственных целей."
RU-D03962,RU,train,RELEVANT,DISASTER,"Из-за наводнений в Пакистане погибли более тысячи человек. Фото из затопленных мест В то время как в Европе и Китае пересыхают реки, число жертв наводнений в Пакистане превысило тысячу человек."
RU-D01411,RU,train,RELEVANT,AGRI_LAND,”Деньги на ветер” - как дно Арала планировали засевать саксаулом с воздуха: 11 февраля 2022 08:35 - новости на Tengrinews.kz Tengrinews.kz ▶ ”Деньги на ветер” - как дно Арала планировали засевать саксаулом с воздуха: 11 февраля 2022 08:35 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D00165,RU,train,RELEVANT,HEALTH_SOCIETY,"Экологическую активистку из Кыргызстана не пустили в Польшу на конференцию ООН по климату Власти Польши посчитали, что КОлсеникова и ее 14 коллег из Украины, РФ и Грузии представляют угрозу нацбезопасности Польши"
RU-C00429,RU,train,RELEVANT,WATER_CRYO,В Кыргызстане на леднике Адыгене открыта новая научно-исследовательская станция В Кыргызстане на леднике Адыгене открыта новая научно-исследовательская станцияВ Кыргызстане на леднике Адыгене открыта новая научно-исследовательская станция. Об этом сообщает организатор к
RU-D03743,RU,train,RELEVANT,SCIENCE_GEN,Климатическая лихорадка на всех континентах. Самый жаркий июль в истории Июль в этом году стал самым жарким месяцем за всю историю метеонаблюдений:
RU-D00178,RU,train,RELEVANT,WATER_CRYO,"""Климат будет более нервным"". Эксперты обсуждают вопросы воды в Центральной Азии На конференции в Алматы обсуждают вопросы воды и энергетики в контексте изменения климата."
RU-D03690,RU,train,RELEVANT,WATER_CRYO,О проблемах Балхаша рассказали в Минэкологии: 09 апреля 2021 15:41 - новости на Tengrinews.kz Tengrinews.kz ▶ О проблемах Балхаша рассказали в Минэкологии: 09 апреля 2021 15:41 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D02219,RU,train,RELEVANT,WATER_CRYO,Пустыня отступает от Аральского моря: 22 июля 2016 10:17 - новости на Tengri Life Tengrinews.kz ▶ Пустыня отступает от Аральского моря: 22 июля 2016 10:17 ▶ Читать подробнее актуальные новости и события на сайте.
RU-00080,RU,train,RELEVANT,AGRI_LAND,В КР восстановят деградированные лесные земли и пастбища В КР восстановят деградированные лесные земли и пастбищаВ Бишкеке подписали 5-летний проект Глобального экологического фонда (ГЭФ) и Продовольственной и сельскохозяйственной организации ООН
RU-D05404,RU,train,RELEVANT,ENERGY,Коста-Рика прожила рекордные 300 дней на возобновляемой энергии: 27 ноября 2017 11:10 - новости на Tengri Life Tengrinews.kz ▶ Коста-Рика прожила рекордные 300 дней на возобновляемой энергии: 27 ноября 2017 11:10 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D05865,RU,train,RELEVANT,WATER_CRYO,"Как увеличат Аральское море, рассказали в Минводы В северной части Аральского моря планируется снова увеличить объем воды. Об этом сообщили в Министерстве водных ресурсов и ирригации, передает корреспондент Tengrinews.kz."
RU-D04788,RU,train,RELEVANT,POLICY,"Токаев выступит на Всемирном климатическом саммите в Баку Президент Токаев выступит на Всемирном климатическом саммите в Баку, передает Tengrinews.kz."
RU-D02849,RU,train,RELEVANT,AGRI_LAND,Зенченко пожаловался главе МСХ на изменение климата: 24 мая 2017 16:20 - новости на Tengrinews.kz Tengrinews.kz ▶ Зенченко пожаловался главе МСХ на изменение климата: 24 мая 2017 16:20 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D02587,RU,train,RELEVANT,AGRI_LAND,Необычный способ борьбы с засухой придумал казахстанец: 03 октября 2021 11:10 - новости на Tengrinews.kz Tengrinews.kz ▶ Необычный способ борьбы с засухой придумал казахстанец: 03 октября 2021 11:10 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D04644,RU,train,RELEVANT,DISASTER,Ущерб США от климатических катастроф в 2019 году превысил миллиард долларов: 11 июля 2019 08:43 - новости на Tengrinews.kz Tengrinews.kz ▶ Ущерб США от климатических катастроф в 2019 году превысил миллиард долларов: 11 июля 2019 08:43 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D01220,RU,train,RELEVANT,WATER_CRYO,Обмеление Балхаша прогнозируют в Минэкологии: 19 ноября 2021 08:58 - новости на Tengrinews.kz Tengrinews.kz ▶ Обмеление Балхаша прогнозируют в Минэкологии: 19 ноября 2021 08:58 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D00010,RU,train,RELEVANT,WATER_CRYO,Катастрофическую скорость таяния ледников зафиксировали в швейцарских Альпах: 29 сентября 2022 14:35 - новости на Tengrinews.kz Tengrinews.kz ▶ Катастрофическую скорость таяния ледников зафиксировали в швейцарских Альпах: 29 сентября 2022 14:35 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D02491,RU,train,RELEVANT,WATER_CRYO,Аральское море или Аралкум? Что происходит с озером сегодня: 09 августа 2019 13:56 - новости на Tengrinews.kz Tengrinews.kz ▶ Аральское море или Аралкум? Что происходит с озером сегодня: 09 августа 2019 13:56 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D00082,RU,train,RELEVANT,SCIENCE_GEN,В Кыргызстане создали онлайн-платформу с информацией об изменении климата В Кыргызстане при поддержке правительства Швейцарии и ПРООН создали единую онлайн-платформу знаний и информации по изменению климата.
RU-D00283,RU,train,RELEVANT,WATER_CRYO,ЮНЕСКО приняло предложенную Садыром Жапаровым резолюцию о ледниках Садыр Жапапров в сентябре на сессии Генассамблеи ООН предложил принять новую резолюции о мониторинге ледников. И ЮНЕСКО ее приняло .
RU-D00612,RU,train,RELEVANT,SCIENCE_GEN,Ученый предрек человечеству сильный климатический кризис: 18 июля 2021 06:30 - новости на Tengrinews.kz Tengrinews.kz ▶ Ученый предрек человечеству сильный климатический кризис: 18 июля 2021 06:30 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D00716,RU,train,RELEVANT,WATER_CRYO,Пугающее открытие сделали под ледником Судного дня Американские исследователи при помощи подводного робота впервые сумели заглянуть в самую нижнюю часть ледника Туэйтса.
RU-D03151,RU,train,RELEVANT,WATER_CRYO,Министр экологии об обмелении Урала и Сырдарьи: Ведем переговоры с соседями: 21 октября 2021 11:20 - новости на Tengrinews.kz Tengrinews.kz ▶ Министр экологии об обмелении Урала и Сырдарьи: Ведем переговоры с соседями: 21 октября 2021 11:20 ▶ Читать подробнее актуальные новости и события на сайте.
RU-D00458,RU,train,RELEVANT,SCIENCE_GEN,"""Катастрофические изменения"". Чем климатический хаос угрожает Казахстану? Климатический хаос представляет угрозу для каждого региона, страны и сообщества на планете, считает генеральный секретарь ООН Антониу Гуттериш. Климат Земли претерпевает катастрофические изменения. В недавнем докладе ООН было отмечено, что погодные рекорды ставятся повсеместно, а природные аномалии стали обычным явлением. Последствия для человечества очевидны: гибель людей, потеря источников средств к существованию и разрушенная экономика."
RU-D03967,RU,train,RELEVANT,WATER_CRYO,Мөңгү суулары 2040-жылдан соң кескин азая башташы болжолдонууда Улуттук илимдер академиясынын Суу көйгөйлөрү жана гидроэнергетика институтунун Тянь-Шань бийик тоолуу илимий борборунун жетекчиси Рысбек Сатылканов жаратылышка аяр мамиле жасалбаса 15-20 жылдан соң суу көйгөйү жаралышы ыктымалдыгын айтты.
RU-D05824,RU,train,RELEVANT,ENERGY,В Кемине заложили капсулу под строительство новой солнечной электростанции В Чуйской области дан старт строительству еще одной солнечной электростанции на средства инвесторов из Китая. Подробнее:
RU-D05128,RU,train,RELEVANT,WATER_CRYO,"На грани высыхания оказалось рукотворное море Малый Арал В Казахстане может повториться экологическая катастрофе - на грани высыхания оказалось рукотворное море Малый Арал. Об этом говорится в сюжете телеканала 24kz, передает Tengrinews.kz."
RU-D02727,RU,train,RELEVANT,POLICY,Итоги саммита в Глазго. В Кыргызстане планируется открыть центр по изучению климата Какие договоренности Кыргызстан достиг на полях саммита в Глазго? Вот краткий список:
RU-C00434,RU,train,RELEVANT,HEALTH_SOCIETY,"Платьице из мусора в борьбе с глобальным потеплением Платьице из мусора в борьбе с глобальным потеплениемПроблемы экологии в последние годы волнуют очень многих. Глобальное потепление, землетрясения, цунами... Ученые и активисты бьют тревогу."
RU-00007,RU,train,RELEVANT,POLICY,"Депутаты vs «Кумтор»: ледниковый период Депутаты vs «Кумтор»: ледниковый периодПрезидент Кыргызстана Алмазбек Атамбаев наложил вето на закон «О ледниках», лоббируемый группой депутатов во главе с членом фра"
RU-D05165,RU,train,RELEVANT,SCIENCE_GEN,"Климат Земли вступил в фазу беспрецедентной нестабильности. Что это значит Новый доклад ВМО предупреждает: рекордные парниковые газы, нагрев океанов и таяние ледников ведут к необратимым изменениям и климатическому хаосу."
RU-C00472,RU,train,RELEVANT,POLICY,США вместе с Туркменистаном работают над сокращением выбросов метана – Джо Байден Вашингтон и Ашхабад планируют разработать инвестиционный план по сокращению выбросов метана
RU-D03654,RU,train,RELEVANT,DISASTER,"Кыргызстанда селди алдын алуу үчүн 52,4 млн. долларлык долбоор ишке кирди БИШКЕК, 17-апр. — Sputnik. Кыргызстанда селди алдын алуу үчүн RESILAND CA+ долбоору ишке кирерин ӨКМ билдирди."
RU-D01190,RU,train,NOT_RELEVANT,,Новые автобусы в Актау будут использовать экологически чистое топливо: 15 ноября 2023 20:03 - новости на Tengrinews.kz Tengrinews.kz ▶ Новые автобусы в Актау будут использовать экологически чистое топливо: 15 ноября 2023 20:03 ▶ Читать подробнее актуальные новости и события на сайте.
RU-00744,RU,train,RELEVANT,WATER_CRYO,"Новые плотины в Центральной Азии усугубят водный кризис в регионе - «Реки без границ» По мнению экологов, если на территории ЦА будут реализованы все вынашиваемые сегодня планы по возведению новых плотин и созданию оросительных каналов, то уже через 10-15 лет, регион может столкнуться с крупным рукотворным водно-экологическим кризисом"
RU-D05322,RU,train,RELEVANT,SCIENCE_GEN,"Изменение климата замедляет вращение Земли. Исследование Согласно новому исследованию, таяние полярных льдов, обусловленное изменением климата, влияет на скорость вращения Земли, что может привести к изменениям в глобальном исчислении времени."
RU-00102,RU,train,NOT_RELEVANT,,Евросоюз обсудил с Туркменистаном стратегию экспорта газа В Брюсселе говорили и об инициативах по сокращению выбросов метана. Предстоит визит президента Сердара Бердымухамедова
RU-00052,RU,train,RELEVANT,SCIENCE_GEN,Почти 80% мировых выбросов парниковых газов приходится на долю 57 крупнейших производителей углеводородов и цемента Это происходит вопреки климатическому Парижскому соглашению
RU-D02091,RU,train,RELEVANT,ENERGY,"Международные эксперты: АЭС в Казахстане - шаг к экологическому будущему На Международной выставке ядерной энергетики KazAtomExpo, прошедшей в Астане, международные эксперты подчеркнули значимость ядерной энергетики для устойчивого развития Казахстана, отметив ее ключевую роль в энергетическом будущем страны."
