id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
UZ-C01110,,UZ,Kun.uz,https://kun.uz/en/news/2026/04/21/renewable-energy-production-in-uzbekistan-surges-by-37-in-early-2026,,Renewable energy production in Uzbekistan surges by 37% in early 2026,"Uzbekistan’s green energy sector continues to show rapid growth, with the volume of electricity generated from renewable sources exceeding 3 billion kWh since the beginning of this year.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,uz_2,renewable energy output surge
UZ-D05103,,UZ,Daryo.uz,https://daryo.uz/uz/2023/03/24/saida-mirziyoyev-bmtda-orol-dengizi-fojiasining-oqibatlari-haqida-nutq-sozladi/,2023-03-24,Саида Мирзиёева БМТда Орол денгизи фожиасининг оқибатлари ҳақида нутқ сўзлади,У халқаро ҳамжамиятни глобал сув масалаларида Ўзбекистоннинг саъй-ҳаракатларини қўллаб-қувватлашни давом эттиришга чақирган,RELEVANT,POLICY,RELEVANT,WATER_CRYO,,1,uz_2,Speech on Aral Sea tragedy
UZ-D00036,,UZ,Daryo.uz,https://daryo.uz/2022/07/27/amsterdamdagi-xalqaro-aeroport-ekologiya-foydasiga-reyslar-sonini-qisqartirmoqda/,2022-07-27,Amsterdamdagi xalqaro aeroport ekologiya foydasiga reyslar sonini qisqartirmoqda,"Niderlandiya rasmiylari iqlim o‘zgarishi, shovqin va havo ifloslanishiga qarshi kurash maqsadida shunday qarorga keldi",RELEVANT,POLICY,RELEVANT,POLICY,1,1,uz_2,Airport cuts flights for climate
UZ-D03263,,UZ,Kun.uz,https://kun.uz/ru/news/2019/05/22/uzbekistan-nameren-razvivat-sotrudnichestvo-s-zelenym-klimaticheskim-fondom,,Узбекистан намерен развивать сотрудничество с Зеленым климатическим фондом,"Сегодня, 22 мая, в Национальном пресс-центре Центр гидрометеорологической службы при Кабинете Министров провел пресс-конференцию и круглый стол на тему «Развитие сотрудничества с Зеленым климатическим фондом».",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,Green Climate Fund cooperation
UZ-D03317,,UZ,Kun.uz,https://kun.uz/news/2024/11/12/ziroat-mirziyoyeva-bokuda-yoshlarning-iqlimga-oid-tashabbuslarini-keng-qollab-quvvatlashga-chaqirdi,,Ziroat Mirziyoyeva Bokuda yoshlarning iqlimga oid tashabbuslarini keng qo‘llab-quvvatlashga chaqirdi,O‘zbekiston birinchi xonimi Ziroat Mirziyoyeva Ozarboyjonda «Yoshlarning iqlim o‘zgarishi bo‘yicha harakatlardagi yetakchiligi» mavzusida tashkil etilgan forumda ishtirok etdi.,RELEVANT,POLICY,RELEVANT,POLICY,,1,uz_1,youth climate initiatives COP29
UZ-D05565,,UZ,Kun.uz,https://kun.uz/ru/news/2024/11/12/mirziyoyev-uzbekistan-rasshirit-obyazatelstva-po-snijyeniyu-vybrosov-parnikovyx-gazov,,Мирзиёев: Узбекистан расширит обязательства по снижению выбросов парниковых газов,"Узбекистан готов расширить свои обязательства по снижению выбросов парниковых газов к 2050 году, заявил президент Шавкат Мирзиёев на конференции ООН по изменению климата (COP29) в Баку.",RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
UZ-C01250,,UZ,Daryo.uz,https://daryo.uz/uz/2024/06/28/bayden-iqlim-ozgarishini-insoniyat-uchun-yagona-tahdid-deb-biladi/,2024-06-28,Жо Байден иқлим ўзгаришини инсоният учун ягона таҳдид деб атади,"“Ер шарининг исталган нуқтасида ҳарорат Цельсий бўйича 1,5 даражага кўтарилса, бу жараённи ортга қайтариб бўлмайди”, — деди АҚШ президенти",RELEVANT,POLICY,RELEVANT,SCIENCE_GEN,,1,uz_2,Biden: climate sole threat to humanity
UZ-D05382,,UZ,Daryo.uz,https://daryo.uz/uz/2019/01/24/olimlar-quyosh-sababli-iqlim-ozgarishi-sodir-bolishi-haqidagi-afsonani-rad-etdi/,2019-01-24,Олимлар Қуёш сабабли иқлим ўзгариши содир бўлиши ҳақидаги афсонани рад этди,"Уларнинг таъкидлашича, бунга космик ҳодисалар эмас, Ер атмосфераси сабабчи",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,uz_2,Refutes sun-causes-climate-change myth
UZ-C02220,,UZ,Daryo.uz,https://daryo.uz/uz/2025/10/23/ozbekiston-va-finlyandiya-markaziy-osiyoda-iqlim-barqarorligi-uchun-yer-osti-suvlarini-raqamli-modellashtirish-jarayoni-qanday-kechmoqda/,2025-10-23,Ўзбекистон ва Финляндия: Марказий Осиёда иқлим барқарорлиги учун ер ости сувларини рақамли моделлаштириш жараёни қандай кечмоқда?,Марказий Осиёда сув танқислиги ва иқлим ўзгарувчанлиги кучайиб бораётган шароитда Ўзбекистон ва Финляндия сув ресурсларини самарали бошқариш бўйича илмий ҳамкорликнинг янги йўналишини амалга оширмоқда. Бу ҳамкорлик рақамли инновациялар ва барқарор ривожланиш тамойилларини бирлаштирган илмий дипломатия намунасига айланди.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,uz_2,Groundwater modeling for climate resilience
UZ-D00219,,UZ,Kun.uz,https://kun.uz/news/2019/07/09/fransiyada-2020-yildan-aviareyslar-uchun-ekologiya-soligi-joriy-etiladi,,Fransiyada 2020 yildan aviareyslar uchun ekologiya solig‘i joriy etiladi,"Fransiya 2020 yildan mamlakat hududidan amalga oshiriladigan reyslarga ""aviatransport uchun ekosoliq"" joriy etiladi",RELEVANT,POLICY,NOT_RELEVANT,,,1,uz_1,"aviation eco-tax, no explicit climate"
UZ-C01899,,UZ,Daryo.uz,https://daryo.uz/uz/2021/04/04/iqlim-ozgarishi-tufayli-qishloq-xojaligi-mahsuldorligi-50-yilda-21-foizga-pasayib-ketdi/,2021-04-04,Иқлим ўзгариши туфайли қишлоқ хўжалиги маҳсулдорлиги 50 йилда 21 фоизга пасайиб кетди,"Қишлоқ хўжалиги маҳсулдорлигининг қисқариши илиқ минтақаларда — Африкада, Лотин Америкасида, Кариб ҳавзаси мамлакатларида юқорироқдир",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,uz_1,Climate cut agri productivity 21%
UZ-D00604,,UZ,Daryo.uz,https://daryo.uz/uz/2023/09/30/ozbekiston-bolalari-va-yoshlarini-iqlim-kun-tartibiga-jalb-qilish-boyicha-milliy-strategiya-imzolandi/,2023-09-30,Ўзбекистон ёшларини иқлим кун тартибига жалб қилиш бўйича миллий стратегия имзоланди,Стратегия ЮНИСЕФ ва ЮНЕСКО халқаро экспертлари кўмагида ишлаб чиқилган,RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
UZ-D00839,,UZ,Kun.uz,https://kun.uz/news/2021/11/30/dunyoda-birinchi-davlat-iqlim-sababli-boshqa-yerga-kochishga-tayyorgarlik-kora-boshladi,,Dunyoda birinchi davlat iqlim sababli boshqa yerga ko‘chishga tayyorgarlik ko‘ra boshladi,Tinch okeanidagi bir nechta orollardan tashkil topgan Tuvalu davlati aholisi orollar suv ostida qolishi holatida xavfsiz joyga ko‘chib o‘tishiga to‘g‘ri keladi. Bu haqda Tuvalu tashqi ishlar vaziri Saymon Kofe aytib o‘tdi.,RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,uz_1,Tuvalu climate relocation
UZ-D05030,,UZ,Kun.uz,https://kun.uz/en/news/2024/06/27/iveco-planted-10000-seedlings-to-address-the-desertification-of-the-aral-sea-in-uzbekistan,,"IVECO planted 10,000 seedlings to address the desertification of the Aral Sea in Uzbekistan","IVECO, the brand of Iveco Group N.V. (EXM: IVG) that designs, manufactures, and markets light, medium, and heavy commercial vehicles, is supporting Uzbekistan’s efforts to mitigate the effects of the desertification of the Aral Sea with the plantation of 10,000 seedlings in the exposed seabed.",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,uz_1,seedlings vs Aral desertification
UZ-D03107,,UZ,Kun.uz,https://kun.uz/news/2021/04/14/orol-dengizi-mintaqasini-tiklash-boyicha-rejalar-elon-qilindi,,Orol dengizi mintaqasini tiklash bo‘yicha rejalar e'lon qilindi,2021 yilgi Butunjahon ilg‘or texnologiyalar bo‘yicha tanlovda Orol dengizi mintaqasini tiklash bo‘yicha innovatsion rejalar e'lon qilindi.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,uz_2,Aral Sea region restoration plans
UZ-D05376,,UZ,Kun.uz,https://kun.uz/ru/news/2018/10/04/uzbekistan-vzal-obazatelstva-snizit-vybrosy-parnikovyh-gazov-k-2030-godu,,Узбекистан взял обязательства снизить выбросы парниковых газов к 2030 году,"Узбекистан примет меры для снижения удельных выбросов парниковых газов на единицу ВВП на 10% к 2030 году, сообщил член комитета Сената по вопросам международных отношений, внешнеэкономических связей, иностранных инвестиций и туризма Рахматулла Назаров, пишет газета «Народное слово».",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,GHG emissions reduction commitment
UZ-C00463,,UZ,Kun.uz,https://kun.uz/ru/news/2025/04/04/uzbekistan-sokratit-vybrosy-parnikovyx-gazov-na-16-mln-tonn,,Узбекистан сократит выбросы парниковых газов на 16 млн тонн,"Президент Узбекистана Шавкат Мирзиёев выступил на Самаркандском международном климатическом форуме, где рассказал о планах страны по сокращению выбросов парниковых газов.",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_2,GHG cut pledge at climate forum
UZ-D01232,,UZ,Daryo.uz,https://daryo.uz/2020/01/09/iqlim-ozgarishlari-bizni-tentak-qiladi-behazil/,2020-01-09,Iqlim o‘zgarishlari bizni tentak qiladi. Behazil,"Xullas, vaziyat murakkab va bu aytilganlardan hech birida yaxshilik alomati ko‘rinmayapti",RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,1,uz_2,Commentary on climate change effects
UZ-C00037,,UZ,Daryo.uz,https://daryo.uz/2022/08/28/global-iqlim-ozgarishiga-qarshi-kurash-elektromobil-bozorining-umumiy-korinishi-kelajagi-va-ozbekistondagi-vaziyati-qanday/,2022-08-28,"Global iqlim o‘zgarishiga qarshi kurash: elektromobil bozorining umumiy ko‘rinishi, kelajagi va O‘zbekistondagi vaziyati qanday?",Jahon bozorida 2012—2021 yillarda elektr transport vositalarini sotilishi 50 baravardan oshdi,RELEVANT,ENERGY,RELEVANT,ENERGY,,,uz_1,EV market vs climate change
UZ-D00415,,UZ,Daryo.uz,https://daryo.uz/2019/09/06/olimlar-yarim-asrlik-plyonkadagi-tasvirlar-orqali-antarktidadagi-muzliklar-erish-tezligini-hisobladi/,2019-09-06,Olimlar yarim asrlik plyonkadagi tasvirlar orqali Antarktidadagi muzliklar erish tezligini hisobladi,Ushbu ma’lumotlar asosida hatto o‘tmishda Antarktidada otilgan vulqonlardan qolgan kul qatlamlari va shelf ostida yashiringan suv sizib chiqadigan joylarni ham topishgan,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,uz_2,Antarctic glacier melting rate calculated
UZ-D04610,,UZ,Kun.uz,https://kun.uz/ru/news/2025/11/11/parlament-napravil-zapros-ministram-ekologii-i-ekonomiki-po-realizatsii-zelenoy-strategii,,Парламент направил запрос министрам экологии и экономики по реализации «зеленой» стратегии,"На очередном пленарном заседании Законодательной палаты Олий Мажлиса депутаты рассмотрели вопрос о направлении парламентского запроса министрам экологии, охраны окружающей среды и изменения климата, а также экономики и финансов. Тема обращения — реализация Стратегии по переходу Узбекистана на «зеленую» экономику на период 2019–2030 годов.",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_2,green economy strategy query
UZ-D03677,,UZ,Daryo.uz,https://daryo.uz/2020/03/06/yevropada-vodorodli-avtomobillar-ommalashmoqda-ekologik-toza-yoqilgi-haqida-nimalarni-bilamiz/,2020-03-06,Yevropada vodorodli avtomobillar ommalashmoqda. Ekologik toza yoqilg‘i haqida nimalarni bilamiz?,Mercedes kelgusi besh yil ichida vodorod texnologiyalarini ishlab chiqarish uchun 20 milliard yevro miqdorida mablag‘ ajratgan,RELEVANT,ENERGY,RELEVANT,ENERGY,,,uz_2,"Hydrogen cars, clean fuel transition"
UZ-D04719,,UZ,Kun.uz,https://kun.uz/news/2021/11/04/iqlim-boyicha-parij-kelishuvi-talablariga-muvofiq-130-trln-dollar-sarmoya-kiritiladi,,Iqlim bo‘yicha Parij kelishuvi talablariga muvofiq 130 trln dollar sarmoya kiritiladi,"BMT iqlim masalalariga bag‘ishlangan konferensiyasining to‘rtinchi kuni iqlim o‘zgarishi oqibatlarini yumshatish va yangi sharoitlarga moslashish uchun qabul qilinishi kerak bo‘lgan choralarni moliyalashtirish masalalariga bag‘ishlandi. Asosiy maqsad – isishni Tselsiy bo‘yicha 1,5 daraja chegarasida ushlab turish.",RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
UZ-D05571,,UZ,Daryo.uz,https://daryo.uz/2021/04/14/dunyoning-eng-boy-odamlari-iqlim-inqiroziga-sabab-boldi-oav/,2021-04-14,Dunyoning eng boy odamlari iqlim inqiroziga sabab bo‘ldi — OAV,Ko‘p miqdorda yoqilg‘i talab qiluvchi yo‘ltanlamas avtomobillar va samolyotlarning uzluksiz parvozi asosiy muammoga aylandi,RELEVANT,OTHER_CLIMATE,RELEVANT,HEALTH_SOCIETY,,,uz_2,Rich people caused climate crisis
UZ-D03767,,UZ,Daryo.uz,https://daryo.uz/uz/2021/05/12/turkmanistondagi-qurgoqchilik-2018-yilga-nisbatan-kuchliroq-bolishi-mumkin/,2021-05-12,Туркманистондаги қурғоқчилик 2018 йилга нисбатан кучлироқ бўлиши мумкин,Қиш ва баҳорда ёғингарчилик миқдори кам бўлгани сабабли Помир тоғларида қор етарли даражада тўпланмади. Бунинг натижасида баҳор фаслида Амударёдаги сув миқдори 2020 йилга нисбатан 60 фоизга камроқ бўлди,RELEVANT,WATER_CRYO,RELEVANT,DISASTER,,,uz_1,"Turkmenistan drought, low snowpack"
UZ-D01529,,UZ,Kun.uz,https://kun.uz/ru/news/2018/06/08/izmenenie-klimata-v-centralnoj-azii-istorii-v-fotografiah,,Изменение климата в Центральной Азии: Истории в фотографиях,Этот региональный фотоконкурс был организован Всемирным Банком при партнерстве с Региональным экологическим центром Центральной Азии в рамках Программы по адаптации к изменению климата и смягчению его последствий для бассейна Аральского моря.,RELEVANT,POLICY,RELEVANT,SCIENCE_GEN,,,uz_2,climate change photo stories Central Asia
UZ-C02081,,UZ,Kun.uz,https://kun.uz/news/2024/08/21/bmt-qoraqalpogistonda-suv-kanalizatsiya-va-ekologiya-boyicha-yangi-loyihalarni-ishga-tushirdi,,"BMT Qoraqalpog‘istonda suv, kanalizatsiya va ekologiya bo‘yicha yangi loyihalarni ishga tushirdi",BMT agentliklari Orolbo‘yi mintaqasi Ko‘p sheriklik trast fondi ko‘magida Qoraqalpog‘istonda ikkita yangi loyihani ishga tushirdi.,RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,uz_2,
UZ-C01194,,UZ,Kun.uz,https://kun.uz/en/news/2024/12/16/aiib-approves-250m-financing-to-accelerate-uzbekistans-climate-transition,,AIIB approves $250M financing to accelerate Uzbekistan’s climate transition,"The Asian Infrastructure Investment Bank (AIIB) has approved $250 million in financing to support the acceleration of Uzbekistan’s climate transition towards a green, inclusive, and resilient economy.",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_2,AIIB climate transition financing
UZ-D00447,,UZ,Daryo.uz,https://daryo.uz/uz/2026/02/04/rogun-ges-amudaryo-quyi-oqimi-uchun-xavf-tugdiradi-ekologlar/,2026-02-04,“Роғун ГЭС Амударё қуйи оқими учун хавф туғдиради” — экологлар,"Экологлар Тожикистондаги Роғун ГЭС таъсирини баҳолаганлар “кўзи юмуқ ҳолда” иш тутгани, сабаби Амударё ҳавзасидаги реал вазият ва Қўштепа канали таъсири ҳисобга олинмаганини таъкидлади.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,uz_1,Rogun HPP threatens Amudarya
UZ-D01856,,UZ,Kun.uz,https://kun.uz/ru/news/2020/04/15/minenergo-obyavilo-tender-na-stroitelstvo-v-uzbekistane-pervoy-vetrovoy-elektrostansii,,Минэнерго объявило тендер на строительство в Узбекистане первой ветровой электростанции,"Министерство энергетики Узбекистана объявило о проведении первого в стране тендера на строительство ветровой электростанции мощностью 100 МВт, сообщили в пресс-службе Минэнерго.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,uz_1,first wind plant tender
UZ-C00674,,UZ,Kun.uz,https://kun.uz/en/news/2024/05/23/governor-of-andijan-inks-100m-solar-energy-deal-with-russian-firms,,Governor of Andijan inks $100M solar energy deal with Russian firms,Plans are underway to implement a project for constructing a 100-megawatt solar panel power station between 2024 and 2026.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,uz_2,solar energy deal Andijan
UZ-C01417,,UZ,Kun.uz,https://kun.uz/news/2024/10/23/bmt-ozarboyjon-iqlim-ozgarishi-boyicha-dunyodagi-eng-yirik-yillik-uchrashuvga-mezbonlik-qilishga-tayyor,,BMT: Ozarboyjon iqlim o‘zgarishi bo‘yicha dunyodagi eng yirik yillik uchrashuvga mezbonlik qilishga tayyor,BMT koordinatori Bokuning IS-29 ni tashkil etish va iqlim o‘zgarishiga qarshi kurashish borasidagi sa’y-harakatlari haqida gapirdi,RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,UN COP29 host
UZ-D05287,,UZ,Daryo.uz,https://daryo.uz/2022/12/03/vladimir-norov-yxhtni-orol-dengizidagi-ekologik-oqibatlarni-yumshatish-harakatlarida-faol-ishtirok-etishga-chaqirdi/,2022-12-03,Vladimir Norov YXHTni Orol dengizidagi ekologik oqibatlarni yumshatish harakatlarida faol ishtirok etishga chaqirdi,"Tashqi ishlar vazirining ta’kidlashicha, Markaziy Osiyoda ekologik muammolar hamon dolzarb, mintaqadagi iqlim o‘zgarishining sur’ati dunyo bo‘yicha o‘rtacha ko‘rsatkichdan ikki baravar ko‘p",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,"SCO urged to help Aral, climate"
UZ-D02286,,UZ,Daryo.uz,https://daryo.uz/2016/09/05/nasa-orol-dengizining-qurish-jarayonini-korsatib-berdi-video/,2016-09-05,NASA Orol dengizining qurish jarayonini ko‘rsatib berdi (video),NASA kosmik agentligi Orol dengizining keskin qurib ketishini ko‘rsatib beruvchi yangi suratlar ketma-ketligini taqdim etdi,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,uz_2,NASA shows Aral Sea drying
UZ-D01420,,UZ,Daryo.uz,https://daryo.uz/uz/2020/09/24/shavkat-mirziyoyev-orolboyi-mintaqasini-ekologik-innovatsiya-va-texnologiyalar-hududi-deb-elon-qilish-haqida-bmt-rezolyutsiyasini-qabul-qilishni-taklif-etdi/,2020-09-24,Шавкат Мирзиёев Оролбўйи минтақасини экологик инновация ва технологиялар ҳудуди деб эълон қилиш ҳақида БМТ резолюциясини қабул қилишни таклиф этди,«Ушбу муҳим ҳужжат тасдиқланган санани эса Халқаро экологик тизимларни ҳимоя қилиш ва тиклаш куни сифатида нишонлаш мақсадга мувофиқ бўларди» – Шавкат Мирзиёев,RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,"UN resolution, Aral eco-innovation zone"
UZ-D04550,,UZ,Kun.uz,https://kun.uz/en/news/2025/12/05/uzbekistan-commits-to-cutting-harmful-emissions-by-50-percent-by-2035,,Uzbekistan commits to cutting harmful emissions by 50 percent by 2035,"Uzbekistan has pledged to halve its harmful gas emissions by 2035 as part of its updated commitments under the Paris Agreement, President Shavkat Mirziyoyev announced, recalling the country’s participation in the recent COP-30 climate conference in Brazil.",RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,"emissions cut 50%, Paris/COP30"
UZ-D03668,,UZ,Kun.uz,https://kun.uz/news/2024/08/30/janubiy-koreya-osiyoda-birinchi-bolib-iqlim-togrisidagi-qonun-konstitutsiyani-buzayotganini-tan-oldi,,Janubiy Koreya Osiyoda birinchi bo‘lib iqlim to‘g‘risidagi qonun konstitutsiyani buzayotganini tan oldi,Mamlakat Konstitutsiyaviy sudi uglerod neytralligi borasidagi milliy qonun bazaviy inson huquqlariga zidligi to‘g‘risida qaror chiqardi.,RELEVANT,POLICY,RELEVANT,POLICY,,,uz_2,climate law ruled unconstitutional
UZ-D00695,,UZ,Daryo.uz,https://daryo.uz/2023/12/26/orol-dengizining-qurigan-tubida-ekilgan-saksovullar-kosmosdan-korina-boshladi/,2023-12-26,Orol dengizining qurigan tubida ekilgan saksovullar kosmosdan ko‘rina boshladi,Qoraqalpog‘istonning Mo‘ynoq tumanidagi Orol dengizi suvi qurigan hududda 2018-yilda boshlangan “yashil qoplamalar” barpo etish ishlari bugungi kunda tizimli ravishda tashkil etilmoqda,RELEVANT,WATER_CRYO,RELEVANT,AGRI_LAND,,,uz_1,Aral saxaul visible from space
UZ-C00157,,UZ,Kun.uz,https://kun.uz/en/news/2025/03/10/malaysias-sunview-group-to-invest-in-large-scale-solar-projects-in-uzbekistan,,Malaysia’s Sunview Group to invest in large-scale solar projects in Uzbekistan,"Uzbekistan’s Ambassador, Karomiddin Gadoyev, met with Ong Hang Ping, CEO of the Malaysian company Sunview Group, to discuss the company's plans for renewable energy projects in Uzbekistan.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,uz_2,solar project investment in Uzbekistan
UZ-C01570,,UZ,Daryo.uz,https://daryo.uz/uz/2023/10/21/balida-qurgoqchilik-tufayli-favqulodda-holat-elon-qilindi/,2023-10-21,Балида қурғоқчилик туфайли фавқулодда ҳолат эълон қилинди,"Бали губернаторининг айтишича, июлдан октябргача давом этаётган қуруқ об-ҳаво 113 та қишлоқда сув танқислигига сабаб бўлган",RELEVANT,WATER_CRYO,RELEVANT,DISASTER,,,uz_1,Bali drought emergency
UZ-D01657,,UZ,Daryo.uz,https://daryo.uz/2017/06/02/tramp-aqshning-iqlim-boyicha-parij-kelishuvidan-chiqishini-elon-qildi/,2017-06-02,Tramp AQShning Iqlim bo‘yicha Parij kelishuvidan chiqishini e’lon qildi,U Parij bitimi mamlakatga yuklaydigan “shafqatsiz” iqtisodiy va moliyaviy majburiyatni qoraladi,RELEVANT,POLICY,RELEVANT,POLICY,,,uz_1,US exits Paris Agreement
UZ-D04372,,UZ,Kun.uz,https://kun.uz/ru/news/2020/12/07/uzbekistan-v-techeniye-desyati-let-postroit-solnechnyye-elektrostansii-moshchnostyu-5-tys-mvt,,Узбекистан в течение десяти лет построит солнечные электростанции мощностью 5 тыс. МВт,"Узбекистан планирует в течение десяти лет построить в стране фотоэлектрических (солнечных) электростанций (ФЭС) общей мощностью 5 тыс. МВт, сообщает Министерством энергетики.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
