id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
KK-A00500,,KK,Azattyq,https://www.azattyq.org/a/1184020.html,2008-07-06,Президент Дж. Буш АҚШ экономикасы өзі қалағандай қуатты емес дейді,АҚШ президенті бұл турасында Жапония сыртқы істер министрі Ясуо Фукудамен кездесуден кейін бірлесіп өткізілген баспасөз-мәслихатында айтты. Ол сондай-ақ Америка ғаламдық ауа райының өзгерісіне қарсы күресте оң роль атқарғысы келеді деп атап көрсетті. Екі ел жетекшісі дүйсенбі күні Үлкен сегіздік...,RELEVANT,POLICY,NOT_RELEVANT,,,,kk_2,
KK-D00783,,KK,Egemen,https://egemen.kz/article/387307-ashkhabadta-klimattyq-ozgeris-talqylandy,2025-05-14,Ашхабадта климаттық өзгеріс талқыланды,Түрікменстан астанасы Ашхабадта Орталық Азия елдерінің климаттың өзгеруіне қарсы күреске бағытталған жетінші өңірлік конференциясы өтіп жатыр.,RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
KK-A00123,,KK,Azattyq,https://www.azattyq.org/a/2064909.html,2010-06-08,Нигерияда азық-түлік тапшы,"Батыс Африкадағы Нигерия мемлекетінің жеті миллион тұрғыны азық-түлік тапшылығын сезінуде, дейді ""Балаларды қорғайық"" (Save The Children) гуманитарлық ұйым өкілдері. Ұйымның баспасөз хатшысының хабарлауынша, ұзаққа созылған құрғақшылық кесірінен Нигерияда 400 мың бала тарығып күн көруге мәжбүр.",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,kk_1,drought food shortage Nigeria
KK-D01010,,KK,Egemen,https://egemen.kz/article/255507-baqytdgan-zhumaghulov-ekologiya-men-dgasyl-ekonomikanynh-ozekti-maseleleri-basty,2020-11-11,Бақытжан Жұмағұлов: Экология мен жасыл экономиканың өзекті мәселелері басты назарда,Парламент Сенатының депутаты Бақытжан Жұмағұлов Қазақстан кәсіпорындарын ең озық қолжетімді технологияға көшіру жұмыстары энергетика саласынан,RELEVANT,ENERGY,RELEVANT,ENERGY,,1,kk_2,"Green economy, enterprise BAT transition"
KK-D03613,,KK,Egemen,https://egemen.kz/article/168320-qyzylordada-su-sharuashylyghynynh-memleketaralyq-uylestiru-komissiyasynynh-73-i-,2018-05-03,Қызылордада су шаруашылығының мемлекетаралық үйлестіру комиссиясының 73-і отырысы өтуде,Қызылордада су шаруашылығының мемлекетаралық үйлестіру комиссиясының 73-і отырысы өтуде. Ұйымдастырушылар - ҚР Ауыл шаруашылығы министрлігі және Қызылорда,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,interstate water management commission
KK-A00187,,KK,Azattyq,https://www.azattyq.org/a/24284437.html,2011-08-02,БҰҰ барлық әуежолдарын Африкаға көмек жеткізуге шақырды,"Бүгін БҰҰ барлық әуе жолдары компанияларына қайрылып, құрғақшылық пен аштық тауқыметін тартып жатқан Сомали түбегіне кіретін африкалық елдерге төтенше көмек көрсетіп, азық-түлік жеткізуге шақырды. БҰҰ-ның Балалар қорының өкілі Меркадо африкалық елдерге тегін тамақ тасу үшін ЮНИСЕФ қоры әуе...",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,1,kk_2,Somalia drought famine aid appeal
KK-C00410,,KK,Egemen,https://egemen.kz/article/373980-aral-tenhizine-su-dgiberu-dgospary-100-gha-dguyq-oryndaldy,2024-10-09,Арал теңізіне су жіберу жоспары 100%-ға жуық орындалды,министрліктің баспасөз қызметі мәлімдеді,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Aral water delivery plan completed
KK-A00065,,KK,Azattyq,https://www.azattyq.org/a/1158210.html,2005-04-27,Арал тағдырын баяндайтын фильм халықаралық байқауда,"Чехия астанасы Прагада сәуірдің 27-сі мен мамырдың 5-і аралығында адам құқықтарына арналған ""Біртұтас әлем"" деген халықаралық кинофестивалі өтеді. Осымен 7-ші рет өткелі отырған кинофестиваліне ұсынылған фильмдер арасында Аралдың аянышты тағдыры туралы шығарма да бар.",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,kk_2,Film on Aral fate; cultural festival
KK-C00737,,KK,Egemen,https://egemen.kz/article/412599-deputat-soltustik-araldy-saqtau-dgobasyn-dgedeldetu-qadget,2026-05-13,Депутат: Солтүстік Аралды сақтау жобасын жеделдету қажет,"Мәжіліс депутаты, AMANAT партиясы фракциясының мүшесі Мархабат Жайымбетов Премьер-Министр Олжас Бектеновтің",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,North Aral project acceleration
KK-01113,,KK,Egemen,https://egemen.kz/article/411520-astanada-onhirlik-ekologiyalyq-sammit-otip-dgatyr,2026-04-22,Астанада Өңірлік экологиялық саммит өтіп жатыр,"Бүгін Астанада Өңірлік экологиялық саммит өтіп жатыр. Аймақтық экожүйелені сақтау, су және жер ресурстарын қорғау әрі бірлесе пайдалануды мақсат еткен жиын…",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
KK-A00405,,KK,Azattyq,https://www.azattyq.org/a/31416014.html,2021-08-18,Ауыл шаруашылығы министрі: Қазақстанда 180 мың гектар егіс жойылды,"Қазақстанда құрғақшылық салдарынан 178,8 мың гектар егіс жойылды. Бұл туралы бүгін, 18 тамыз күні үкімет отырысында ауыл шаруашылығы министрі міндетін атқарушы Ербол Қарашөкеев мәлімдеді. Оның сөзінше, биыл Қазақстанда 23 миллион гектарға егіс егілген. ""13,2 миллион гектарда немесе дәнді...",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,kk_2,Drought destroyed 180k hectares crops
KK-A00541,,KK,Azattyq,https://www.azattyq.org/a/toqaev-muzdyqtardy-qorgau-men-zertteuge-bagyttalgan-seriktestik-qurudy-usyndy/33226337.html,2024-12-04,Тоқаев мұздықтарды қорғау мен зерттеуге бағытталған серіктестік құруды ұсынды,Қазақстан президенті Қасым-Жомарт Тоқаев Эр-Риядта өтіп жатқан One Water саммиті кезінде мұздықтарды қорғау мен зерттеуге арналған ғаламдық орталықтарды біріктіретін серіктестік құруды ұсынды. Бұл жөнінде Ақорда хабарлады. 3 желтоқсанда өткен су және су тапшылығы мен оны үнемдеу мәселелеріне...,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Tokayev proposes glacier protection partnership
KK-D03300,,KK,Egemen,https://egemen.kz/article/173293-aral-taghdyry-–-adamzat-taghdyry,2018-08-24,Арал тағдыры – адамзат тағдыры,Бүгін Түрікменстанның Түрікменбашы қаласында Халықаралық Аралды құтқару қорының (ХАҚҚ) құрылтайшы мемлекеттер басшыларының саммиті өтеді.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Aral saving fund summit
KK-D00790,,KK,Egemen,https://egemen.kz/article/188077-araldy-gharyshtan-zertteu-onhirdinh-ekologiyalyq-dgane-ekonomikalyq-akhualyn-naq,2019-04-16,Аралды ғарыштан зерттеу өңірдің экологиялық және экономикалық ахуалын нақтылайды,"Арал теңізін экологиялық тұрғыдан сауықтырып, экономикасын дамыту жанданып келеді. Цифрландыру және ғарыштық технологияларды пайдалану Арал өңірінің",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_1,satellite study of Aral ecology
KK-A00396,,KK,Azattyq,https://www.azattyq.org/a/1778017.html,2009-07-16,Ашхабадта Арал теңізіндегі су ресурстарын басқару мәселесі талқылануда,"Бүгін Ашхабадта Аралды құтқарудың халықаралық қоры құрылтайшы мемлекеттерінің Алматыда өткен саммитінің қорытындысы бойынша аймақтық ынтымақтастықты кеңейту жөніндегі халықаралық кездесу басталды, — деп хабарлайды АҚХҚ атқару комитетінің хатшылығы. Бұл жиынға БҰҰ, ЕҚЫҰ, Еуродақ ұйымдарының...",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Aral Sea water resources management
KK-D02235,,KK,Egemen,https://egemen.kz/article/390218-ukimette-energiya-tiimdiligin-arttyru-maselesi-qaraldy,2025-06-25,Үкіметте энергия тиімділігін арттыру мәселесі қаралды,Премьер-министр Олжас Бектеновтің төрағалығымен ҮЕҰ өкілдері мен қоғам белсенділерінің қатысуымен ҚР Президенті жанындағы «Жасыл экономикаға» көшу,RELEVANT,ENERGY,RELEVANT,ENERGY,,,kk_1,"energy efficiency, green economy"
KK-D03506,,KK,Egemen,https://egemen.kz/article/307573-aral-tenhizininh-su-kolemi-artyp-keledi,2022-03-26,Арал теңізінің су көлемі артып келеді,"Арал теңізі бассейніндегі суармалы алқаптарды (7,9 млн.га дейін) ұлғайту мақсатында шөлдер мен жартылай шөлдерді қарқынды игеру нәтижесінде су алуды",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Aral water volume change
KK-D00089,,KK,Egemen,https://egemen.kz/article/369515-aral-tenhizi-aumaghynda-1-mln-gektar-dgerge-aghash-otyrghyzylady,2024-08-01,Арал теңізі аумағында 1 млн гектар жерге ағаш отырғызылады,Экология министрлігі Мемлекет басшысының 2 млрд ағаш отырғызу жөніндегі тапсырмасын орындау аясында Арал теңізі аймағында 2025 жылға қарай 1 млн гектарға а,RELEVANT,AGRI_LAND,RELEVANT,WATER_CRYO,,,kk_2,Tree planting on Aral area
KK-A00202,,KK,Azattyq,https://www.azattyq.org/a/1887665.html,2009-11-26,Обама Копенгагенде өтетін ғаламдық жылыну саммитіне барады,"Батыстық ақпарат құралдары жазып жатқандай, Ақ үйдің атын атамаған өкілі Құрама Штаттар президенті Барак Обама алдағы айда ғаламдық жылынуға арналған Копенгаген саммитіне қатысады деген. Ресми адамның айтуынша, Обама Копенгагенге желтоқсанның 9-да барады, одан кейін Ослодағы Нобель...",RELEVANT,POLICY,RELEVANT,POLICY,,,kk_1,Obama attends Copenhagen summit
KK-A00614,,KK,Azattyq,https://www.azattyq.org/a/kazakhstan_ban_gi_moon_visit_central_asia_aralsk_nuclear_/2005350.html,2010-04-08,"Аралға ашынып, Семейге қабырғасы қайысқан Пан Ги Мун Назарбаевтан орден алды","Сәуірдің 7-күні Пан Ги Мунның Орта Азия елдеріне алғашқы сапары аяқталды. Бас хатшы экологиялық апатты аймақтарды аралап, Қазақстанның ядрлық қарудан бас тарту үлгісін мадақтады.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_1,Ban Ki-moon visits Aral disaster zone
KK-00618,,KK,Egemen,https://egemen.kz/article/416222-italiyadaghy-kol-kunninh-ystyghynan-milliardtaghan-litr-suynan-ayyryldy,2026-07-01,Италиядағы көл күннің ыстығынан миллиардтаған литр суынан айырылды,Италиядағы ең ірі көлдердің бірі – Гардада су деңгейі күрт төмендеді. Маусым айының соңғы аптасында ғана көлдегі су көлемі 10 сантиметрге азайған. Елдің…,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_1,lake water loss from heat
KK-A00353,,KK,Azattyq,https://www.azattyq.org/a/ukimet-suy-tartylgan-kaspii-tabanyn-qazgyzbaq-saldary-bola-ma/33328080.html,2025-02-26,Үкімет суы тартылған Каспий табанын қазғызбақ. Салдары бола ма?,"Қазақстан үкіметі Каспий теңізінің түбін тереңдетпек. Яғни қазғалы жатыр. Оған себеп - теңіз суы тартылып, жүк кемелерінің жүріп-тұруы қиындаған. Премьер-министрдің сенат депутаттарына жолдаған хатында бұл жұмыстың жалпы құны 42 миллиард теңге (шамамен 84 млн доллар).",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Government to dredge receding Caspian
KK-D02225,,KK,Egemen,https://egemen.kz/article/318605-almaty-manhyndaghy-kolderde-sel-qauipi-bar,2022-07-21,Алматы маңындағы көлдерде сел қауіпі бар,Алматы әкімі Ерболат Досаев пен Төтенше жағдайлар министрі Юрий Ильин қаланың сел қауіпсіздігін бақылау және мониторинг жүргізу мақсатында мореналық,RELEVANT,DISASTER,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KK-C01265,,KK,Egemen,https://egemen.kz/article/286027-ekologiyalyq-kodeks-onerkasiptegi-dgasyl-betburys,2021-08-22,Экологиялық кодекс: Өнеркәсіптегі «жасыл» бетбұрыс,Мемлекет басшысы Қасым-Жомарт Тоқаев халыққа арнаған Жолдауында қоршаған ортаны қорғау және экологиялық даму еліміз үшін алдыңғы кезекте тұрған мәселе,RELEVANT,POLICY,RELEVANT,POLICY,,1,kk_2,Ecological code green industrial transition
KK-C00380,,KK,Egemen,https://egemen.kz/article/345557-astanadaghy-su-tapshylyghy-prezident-ekologiya-ministrligininh-dgumysyn-syngha-a,2023-07-11,Астанадағы су тапшылығы: Президент Экология министрлігінің жұмысын сынға алды,"Мемлекет басшысы Елорданы дамыту мәселелері жөніндегі кеңесте елордада орын алған су мәселесіне тоқталып өтті, деп хабарлайды Egemen.kz.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,capital water scarcity
KK-A00450,,KK,Azattyq,https://www.azattyq.org/a/29936874.html,2019-05-13,БҰҰ-ның бас хатшысы Жер шарының экожүйесі нашарлап бара жатқанын айтты,"Жексенбі, 12 мамырда Extinction Rebellion ұйымының мүшелері (""Жойылуға қарсылық"") Париждегі Трокадеро сарайының баспалдақтарына адамның қанына ұқсайтын қызыл түсті сұйықтық құйып, осылайша жұртты Жер шарының экологиялық мәселелеріне назар аудартуға тырысты. Бұл ақпаратты Халықаралық француз...",RELEVANT,OTHER_CLIMATE,RELEVANT,HEALTH_SOCIETY,,1,kk_1,"Extinction Rebellion, ecosystem decline"
KK-D00213,,KK,Egemen,https://egemen.kz/article/114024-klimat-ozgerisi-kurs-retinde-oqytylady,2017-01-31,Климат өзгерісі курс ретінде оқытылады,Биылғы оқу жылының алғашқы жарты жылдығында еліміздегі жетекші екі оқу орны – Алматы энергетика және байланыс университеті (АЭжБУ) мен М.Х.Дулати атындағы,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,kk_2,Climate change taught as course
KK-A00369,,KK,Azattyq,https://www.azattyq.org/a/trees_water__nature/1373467.html,2009-01-28,Өзі отырған бұтақты өзі қырқу...,"Ағаш жарықтықтың адам баласына зиянды көмірқышқыл газын жұтып алып, есесіне сол адам ағзасына қажетті оттегін ауаға бөлетіні- бесенеден белгілі жайт.",RELEVANT,OTHER_CLIMATE,NOT_RELEVANT,,,1,kk_2,"Trees absorb CO2; generic, no climate frame"
KK-C02008,,KK,Egemen,https://egemen.kz/article/394240-qasym-zhomart-toqaev-kaspiy-tenhizininh-mushkil-khali-ekologiyalyq-apatqa-ulasuy,2025-09-01,Қасым-Жомарт Тоқаев: Каспий теңізінің мүшкіл хәлі экологиялық апатқа ұласуы мүмкін,"Қасым-Жомарт Тоқаев «Көпжақты ынтымақтастықты дамыту, өңірлік қауіпсіздік пен орнықты дамуды қамтамасыз ету» тақырыбына арналған «ШЫҰ плюс» саммитінде",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,"Caspian Sea shrinking, ecological disaster"
KK-00844,,KK,Egemen,https://egemen.kz/article/411531-prezident-ekologiya-maselesinde-tanhdaulylargha-basymdyq-beru-abestik,2026-04-22,Президент: Экология мәселесінде таңдаулыларға басымдық беру әбестік,Мемлекет басшысы Қасым-Жомарт Тоқаев Өңірлік экологиялық саммиттің пленарлық отырысында сөз сөйледі. Президент экологиялық саясатты қалыптастыру барысында…,RELEVANT,POLICY,RELEVANT,POLICY,,1,kk_1,president at regional eco summit
KK-A00073,,KK,Azattyq,https://www.azattyq.org/a/1179091.html,2008-04-10,Балқаш көлі Арал теңізінің кебін киюі мүмкін,"Қазақстандық су мамандары «егер шұғыл шара қолданылмыса жақын жылдары Балқаш көлі Арал қасіретін тартады» деген болжам айтып отыр. Ол шаралардың ішінде Қазақстан көршілес мемлекеттермен шекаралас өзендер мәселесін реттеп, шаруашылықта суды үнемдеп пайдалану мәдениетін қалыптастыру аталады.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Balkhash may dry like Aral
KK-A00535,,KK,Azattyq,https://www.azattyq.org/a/1160514.html,2005-09-02,Ғалымдар кіші Аралды қалпына келтіру арқылы Арал теңізін қайта толықтыруға болады деп санайды,"Қазақстандық ғалымдар Аралдың солтүстік жағын сақтап қалатынына және бір-екі жылда кіші Аралды балыққа толтыратынына сенімді. Бұл туралы қыркүйектің 2-күні, Алматыда өтіп жатқан арнайы конференция жұмысы кезінде айтылды.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Restoring Small Aral to refill sea
KK-D01588,,KK,Egemen,https://egemen.kz/article/284624-ekologiya-qam-eskirgen-kolik,2021-08-12,Экология һәм ескірген көлік,"Бүгінде халықаралық қоғам­дас­тық қоршаған орта мәселесіне ерекше кө­ңіл бөліп отыр. Әлемнің бұған алаңдауы бе­кер емес. Ғалымдар климаттың өзгеріп,",RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,1,1,kk_2,"Old vehicles emissions, climate change"
KK-D03307,,KK,Egemen,https://egemen.kz/article/107690-aral-maselesi-mamile-arqyly-sheshilgeni-abzal,2016-11-05,Арал мәселесі мәміле арқылы шешілгені абзал,"Су қай кезде де құны жетпес қазына, тіршілік көзі екені мәлім. Әсіресе, соңғы кездері экологиялық ахуал су тапшылығына өз залалын тигізіп келеді. Өз",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,"Aral problem, water scarcity"
KK-A00160,,KK,Azattyq,https://www.azattyq.org/a/1773426.html,2009-07-10,«Үлкен сегіздік» пен дамушы елдер ауа райының жылынуы бойынша ортақ тіл іздеуде,Италияның Аквила қаласында басталған «үлкен сегіздіктің» кезекті саммитінде ғаламдық ауа райының жылынуы проблемасы мен халықаралық сауда мәселесі талқыланды. Жиынға АҚШ президенті Барак Обама төрағалық етті.,RELEVANT,POLICY,RELEVANT,POLICY,,,kk_1,G8 global warming summit
KK-D01800,,KK,Egemen,https://egemen.kz/article/387490-ghalymdar-aral-taghdyryna-alanhdauly,2025-05-16,Ғалымдар Арал тағдырына алаңдаулы,Астанада «Су қауіпсіздігі және трансшекаралық су ресурстарын пайдалану: сын-қатерлер мен шешімдер» атты халықаралық конференция өтті.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Scientists worried about Aral
KK-C00789,,KK,Egemen,https://egemen.kz/article/240850-zhasyl-beldeu-elorda-klimatyna-qalay-aser-etti,2020-06-30,Жасыл белдеу елорда климатына қалай әсер етті?,"Елорда жасыл белдеуінің жалпы ауданы – 14 827 гектар, онда 11 502,2 гектар жерде 9,6 млн-нан астам ағаш (қайың, шегіргүл, терек, үйеңкі, қарағай) пен 1,8",RELEVANT,OTHER_CLIMATE,NOT_RELEVANT,,,1,kk_2,"Green belt microclimate, not climate-change"
KK-D03558,,KK,Egemen,https://egemen.kz/article/22705-birde-–-sel-birde-–-dgel,2013-08-30,"Бірде – сел, бірде – жел","Табиғат-ананың тосын мінезінің көрші жатқан елдің шат-шәлекейін шығарып, бірнеше аймақты тасқын судың астында қалдырғаны мәлім. Өз елімізде де жаз бойы",RELEVANT,DISASTER,RELEVANT,DISASTER,,1,kk_1,floods and mudflows across regions
KK-A00207,,KK,Azattyq,https://www.azattyq.org/a/2002178.html,2010-04-04,Пан Ги Мун Арал теңізін “ең сұмдық апат” деді,БҰҰ-ның бас хатшысы Пан Ги Мун тартылып бара жатқан Арал теңізі бүкіл планетадағы ең ауыр апаттың бірі деді. Ол Орталық Азия жетекшілерін қоршаған ортаның проблемасын шешуде ынтымақтаса әрекет етуге шақырды. Аймаққа сапармен барған бас хатшы Пан Ги Мун Арал теңізіне тікұшақпен барды. Кезінде...,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
KK-C00539,,KK,Egemen,https://egemen.kz/article/354932-qashanghy-korshilerdinh-konhiline-qaraymyz-deputat-transshekaralyq-ozen-su-masel,2023-12-21,«Қашанғы көршілердің көңіліне қараймыз?». Депутат трансшекаралық өзен-су мәселесін көтерді,Мәжіліс депутаты Қайрат Балабиев жалпы отырыста еліміздің трансшекаралық өзен-су мәселесін көтерді. Депутат Су ресурстары және ирригация министрі Нұржан,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Deputy raises transboundary river-water issue
KK-D00138,,KK,Egemen,https://egemen.kz/article/399320-astanada-khalyqaralyq-araldy-qutqaru-qoryna-mushe-memleketter-basshylarynynh-dgi,2025-11-16,Астанада Халықаралық Аралды құтқару қорына мүше мемлекеттер басшыларының жиыны өтеді,Тоқаев Орталық Азия мемлекеттері басшыларының VII Консультативтік кездесуінде өңір үшін су қауіпсіздігі мәселесі аса өзекті екенін атап өтті,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,"IFAS summit, water security"
KK-C02231,,KK,Egemen,https://egemen.kz/article/396842-oldgas-bektenov-khalyqaralyq-araldy-qutqaru-qory-basqarmasynynh-otyrysyna-qatysu,2025-10-10,Олжас Бектенов Халықаралық Аралды құтқару қоры басқармасының отырысына қатысушылармен кездесу өткізді,Қазақстан Республикасының Премьер-министрі Олжас Бектенов Қазақстанның төрағалығымен өтіп жатқан Халықаралық Аралды құтқару қоры (ХАҚҚ) басқармасының,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,IFAS board meeting
KK-A00617,,KK,Azattyq,https://www.azattyq.org/a/1147943.html,2003-08-12,Арал теңізін жартылай тірілту үшін Әлем банкы 85 млн. доллар қаржы бөліп отыр,"40 жылдан бері ғалымдар, суы кеуіп бара жатқан Арал табиғатын зерттеп, бұл бүкіл әлемде бұрын соңды кездеспеген экологиялық апат деп дабыл қағып келеді.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,World Bank funds drying Aral Sea
KK-C00678,,KK,Egemen,https://egemen.kz/article/394876-soltustik-aralgha-5-mlrd-tekshe-metr-su-dgiberildi,2025-09-10,Солтүстік Аралға 5 млрд текше метр су жіберілді,"Су ресурстары және ирригация министрлігінің мәліметінше, Су ресурстарын басқару жүйесін дамыту тұжырымдамасы аясында 2023 жылдан бүгінгі күнге дейін",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,water sent to North Aral
